relpath	family	optype	label	topic	text
CHOP/deleteCHOP/example5	CHOP	deleteCHOP	Delete	delete samples1	See the Select CHOP, as it thins out channels too.
CHOP/deleteCHOP/example6	CHOP	deleteCHOP	Delete	caterpillar	
CHOP/dmxoutCHOP/example1	CHOP	dmxoutCHOP	DMX Out	basic packet per sample	"""""""This is the most basic usage of the DMX Out CHOP. In """"""""Packet Per Sample"""""""" format, the DMX Out CHOP is expecting up to 512 single sample channels. If you need to send non-consecutive DMX addresses, use something like a Constant (or Replace) CHOP to add spacer channels. The names of the channels (especially names with numbers in them) have no effect on which DMX channels the data is sent out to. Only the channel index matters. Make sure to scale all of the input channels to 0 through 255, though you don't need to round those numbers to integers before they're sent. In this example, two RGBAW lighting fixtures are patched to DMX Addresses 11 and 21, and it is being sent to the 4th Art-Net universe (AKA Universe 3 as Art-Net is base zero)"""""""
CHOP/dmxoutCHOP/example2	CHOP	dmxoutCHOP	DMX Out	multiple DMX universes	"""""""If you going to send multiple DMX universes from a single DMX Out CHOP, you can only do so in """"""""Packet Per Channel"""""""" format. Here, each channel is a universe and each sample is a DMX value. Remember you can only send up to 512 dmx values ranging between 0 and 255 per universe. The """"""""Net"""""""", """"""""Subnet"""""""" parameters are for older Art-Net implementations that split every 16 universes into 16 subnets and then 128 nets. These parameters do NOT refer to IP Addresses or Subnet Masks. NOTE: You don't have to increment the Net and Subnet parameters to get to higher universes numbers, just set the Universe parameter to any number and TD will split it into nets and subnets internally. By default, the DMX Out CHOP comes with a routing table docked. In """"""""Packet Per Channel"""""""" format, this allows you to specify which CHOP channel name gets sent to which DMX Universe number. You can send the same CHOP channel to multiple DMX universes in any order. If you clear the """"""""Routing Table"""""""" parameter, TouchDesigner will use the net, subnet and Universe parameters in the DMX Out's parameters to send the first universe of data and then every consecutive universe after that."""""""
CHOP/dmxoutCHOP/example3	CHOP	dmxoutCHOP	DMX Out	LED tape pixel mapping	"""""""Here is an example of an LED tape PixelMapping setup that uses SOPs to define where from the """"""""raster"""""""" RGB values should be sampled from. The key to performant PixelMapping is controlling what does and does not cook. In this case, none of the SOPs cook and there is only one TOPto CHOP. There is also a rough preview system setup where a circle (representing a single LED) is being instanced using the positions of the LEDs obtained from the SOPTo CHOP and the color that is being send out to the LED controller."""""""
CHOP/dmxoutCHOP/example4	CHOP	dmxoutCHOP	DMX Out	configuration	
CHOP/dmxoutCHOP/example5	CHOP	dmxoutCHOP	DMX Out	merge multi	Takes care of both cases Per Sample and Per Channel
CHOP/envelopeCHOP/example1	CHOP	envelopeCHOP	Envelope	maximum amplitude	The Envelope CHOP outputs the maximum amplitude in the vicinity of each sample of the input. It takes the absolute value of the input, and uses a sliding window of a number of samples to find the maximum amplitude near each sample. The size of the sampling window is the envelope width. In this snippet, look at the contents of each Merge CHOP to see the original channel (yellow) and the resulting envelope (red). Envelope CHOP is different than Lag or Filter CHOPs in that its output value is always higher than the input, for every sample. merge_envelopeAroundPositiveInput shows that Envelope ins built around the input made positive.(absolute value).
CHOP/envelopeCHOP/example2	CHOP	envelopeCHOP	Envelope	time sliced envelope	THis is the Envelope CHOP on live data. In this snippet, look at the contents of each Train CHOP to see the original channel (yellow) and the resulting envelope (red). merge_envelopeAroundPositiveInput shows that Envelope ins built around the input made positive.(absolute value).
CHOP/eventCHOP/example1	CHOP	eventCHOP	Event	manual events	The Event CHOP can be a great tool to trigger overlapping events. In this example keep clicking button1 at different intervals to create instances of a Tube SOP. The ADSR settings here will make the adsr channel simply rise once triggered and fallback to 0 once the Attack Level is reached.
CHOP/eventCHOP/example2	CHOP	eventCHOP	Event	multiple types	The Event CHOP also accepts multiple inputs. The index channel will return the value of the input that was just triggered. In this example you can create different textured instances of a cube. The adsr channel is used to lookup the y position and rotation of the cube over the events lifetime while the index channel is used to lookup the x position as well as the used texture.
CHOP/eventCHOP/example3	CHOP	eventCHOP	Event	python trigger	You can also trigger events in the Event CHOP using python. This is especially usefull as it lets you define the ADSR parameters per event. In this example we are giving each event a random speed. op('event3').createEvent(speed=randomSpeed) The id channel is used to lookup a different color for each instanced geometry.
CHOP/eventCHOP/example4	CHOP	eventCHOP	Event	event replicate	One TOP is created per row. Note that the id that item1 renders for example, changes. Sometimes it doesn't matter, like when there is no info preserved in the replicants from the last frame it cooks. Here we stuff expressions into the parameters when the replicants are created. Because there is no row 1 sometimes, circle1 cannot have expressions that refer to row 1.
CHOP/expressionCHOP/example1	CHOP	expressionCHOP	Expression	threshold time	This is a very useful network when working with inconsistent / noisy devices. In this case, if the button is down for the length in seconds expressed in the speed1 Maximum parameter value, then the output goes on. There are several ways to do this!
CHOP/extendCHOP/example1	CHOP	extendCHOP	Extend	extend behaviors	"""""""The Extend CHOP sets the """"""""extend conditions"""""""" of a CHOP, which determines what values you get when sampling the CHOP before or after its interval. To illustrate this we're sampling the same CHOP (pattern1) 5 times, each time giving pattern1 CHOP different extend conditions. We will sample pattern1 before, during, and after its interval, by driving a Lookup CHOP from -2 to 3 (while the Lookup CHOP's normal range is 0-1). This way we can see the extend conditions visually in each Trail CHOP: (To zoom the graphs of the Extend CHOPs, with Viewer Active, click/drag left-right with middle mouse.) trail1: extend conditions are set to cycle, so the pattern loops. trail2: extend conditions are set to hold. So anything sampled before the interval is holding the first sample of the pattern1 CHOP, (in this case 0), and anything sampled after the interval is holding the last sample of the pattern1 CHOP, (in this case 0). Tip: change the """"""""phase"""""""" parameter of pattern1 to see the effect in trail2. trail3: extend left is set to hold. Extend right is set to mirror. trail4: extend left is set to a value of -1, and extend right is set to cycle. trail5: extend left is set to hold, extend right is set to Slope, so sampling after the interval of pattern1 will continue the slope of pattern1."""""""
CHOP/facetrackCHOP/example1	CHOP	facetrackCHOP	Face Track	face 1	Four examples here. Unbypass videodevin1 first, and get you on camera. It fits it to be 16x9 as some of the sloppy math of this assumes 16x9. top-left - estimates head position in 3D space and moves the virtual camera as if you are looking at the cube from different angles. Put render1 in a floating viewer near your line of sight when looking at your webcam. mid-left - a Rectangle TOP transformed with x, y, and rotate (rz) - purely 2D. Bottom left - This uses the NVIDIA-provided face model. This network then transforms it to be placed over the video of your face. right - all the face tracking points instanced as stars.
CHOP/fanCHOP/example1	CHOP	fanCHOP	Fan	quantized	This example takes an LFO and fans out the value into 8 channels. Quantization keeps the output values to strictly on and off.
CHOP/fanCHOP/example2	CHOP	fanCHOP	Fan	not quantized	The same as the example above, without quantization. This means the channels blend from the current to the next smoothly.
CHOP/fanCHOP/example3	CHOP	fanCHOP	Fan	non timeslice	You can also use a Fan CHOP on non Timesliced channels.
CHOP/fanCHOP/example4	CHOP	fanCHOP	Fan	fan in to integer	The Fan CHOP Operation is set to Fan In to convert a bunch of 0-1 channels into a single integer. Select CHOP is an alternate to a Merge CHOP where you don't have to wire anything. LOgic CHOP's Channel Pre-OP is set to Radio to hold the last button pressed.
